member_guid,subscription_id,subscription_start_wk,geo,market_area,market_segment,purchase_source,promo_regular,cc_segment,subscription_offerings,subscription_type,entitlement_period,twp_flag,subscription_tenure,member_classification,category,product,visited_website,active_flag
421,1424,2020-37,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,137,RESUBSCRIBER - RECENT,DESKTOP,LIGHTROOM CC,1,0
422,1425,2017-05,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1450,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,1,1
423,1426,2021-03,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,8,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
424,1427,2020-19,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Trial_Purchase,259,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
425,1428,2020-14,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,300,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
426,1429,2017-50,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1137,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,0
427,1430,2018-30,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,913,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
428,1431,2020-52,EMEA,IBE,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - Single App - InDesign,TM,ANNUAL,Direct_Purchase,29,EXISTING - ADDITIONAL,DESKTOP,INDESIGN,1,1
429,1432,2020-35,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,148,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
430,1433,2021-02,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,17,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP IPAD,1,0
431,1434,2020-46,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,73,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
432,1435,2016-24,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1687,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
433,1436,2018-46,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,798,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
434,1437,2021-02,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Trial_Purchase,14,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,1,1
435,1438,2020-52,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,32,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
436,1439,2015-50,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1869,NEW - FIRST SUBSCRIPTION,MOBILE,ACROBAT READER MOBILE,1,1
437,1440,2015-10,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2152,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,1
439,1442,2019-51,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,403,EXISTING - ADDITIONAL,DESKTOP,AFTER EFFECTS,1,1
440,1443,2016-36,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1608,EXISTING - REACTIVATE,DESKTOP,INDESIGN,1,1
441,1444,2020-11,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,321,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
442,1445,2020-05,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,363,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
443,1446,2020-25,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,218,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
445,1448,2019-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,597,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
446,1449,2016-21,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1713,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
447,1450,2018-51,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,765,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
448,1451,2016-14,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1763,EXISTING - MIGRATE,MOBILE,LIGHTROOM MOBILE,1,1
449,1452,2018-46,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,801,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
450,1453,2016-11,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1782,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
451,1454,2020-15,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Trial_Purchase,287,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
452,1455,2020-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Premiere Pro,IN,ANNUAL,Direct_Purchase,234,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
453,1456,2019-18,ASIA,IN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,635,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
454,1457,2021-02,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,17,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
455,1458,2020-51,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,39,RESUBSCRIBER - DORMANT,DESKTOP,ILLUSTRATOR,1,1
456,1459,2019-05,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,724,EXISTING - ADDITIONAL,DESKTOP,MEDIA ENCODER,1,1
457,1460,2021-01,JPN,JPN,COMMERCIAL,APP STORE,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,MONTHLY,Trial_Purchase,27,EXISTING - ADDITIONAL,MOBILE,OVERALL,1,0
458,1461,2021-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,0
459,1462,2020-39,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Trial_Purchase,121,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
460,1463,2020-34,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,154,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
461,1464,2021-01,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,24,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
462,1465,2020-28,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,199,NEW - FIRST SUBSCRIPTION,MOBILE,ILLUSTRATOR IPAD,1,0
463,1466,2016-52,AMER,CAN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1492,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
464,1467,2020-51,EMEA,FRA,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,38,RESUBSCRIBER - DORMANT,MOBILE,LIGHTROOM MOBILE,1,1
465,1468,2020-31,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,175,NEW - FIRST SUBSCRIPTION,MOBILE,PREMIERE RUSH MOBILE,1,1
466,1469,2020-17,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,277,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
467,1470,2020-40,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Trial_Purchase,116,NEW - FIRST SUBSCRIPTION,MOBILE,ILLUSTRATOR IPAD,1,1
468,1471,2019-52,EMEA,SSAI,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,395,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
469,1472,2020-38,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - Single App - After Effects,IN,ANNUAL,Direct_Purchase,131,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
470,1473,2018-09,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1059,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,0
471,1474,2021-03,AMER,SLAM,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,11,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,0
472,1475,2021-04,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,MONTHLY,Direct_Purchase,1,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,0
473,1476,2020-07,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,343,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
474,1477,2017-10,AMER,US,COMMERCIAL,RESELLER,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,305,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
475,1478,2016-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,461,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
476,1479,2017-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,344,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
477,1480,2015-46,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,ANNUAL,Direct_Purchase,785,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
478,1481,2016-52,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,381,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
479,1482,2015-32,AMER,MEX,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,885,NEW - FIRST SUBSCRIPTION,DESKTOP,MUSE,1,0
480,1483,2017-47,EMEA,NORD,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,47,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
481,1484,2016-33,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,513,NEW - FIRST SUBSCRIPTION,DESKTOP,AUDITION,1,1
482,1485,2017-29,EMEA,GER,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,168,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
483,1486,2012-25,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2026,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
484,1487,2017-48,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,MONTHLY,Direct_Purchase,37,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
485,1488,2017-44,ASIA,HKT,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,69,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
486,1489,2017-25,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,199,RESUBSCRIBER - RECENT,NULL,NULL,1,NULL
487,1490,2017-30,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,163,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
488,1491,2017-33,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,144,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
489,1492,2017-44,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,67,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
490,1493,2017-23,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,212,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
491,1494,2017-39,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,104,RESUBSCRIBER - RECENT,DESKTOP,MEDIA ENCODER,1,0
492,1495,2016-32,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,518,EXISTING - REACTIVATE,DESKTOP,ACROBAT,1,1
493,1496,2016-14,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,648,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
494,1497,2017-47,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,MONTHLY,Direct_Purchase,45,RESUBSCRIBER - RECENT,DESKTOP,ACROBAT,1,1
495,1498,2016-08,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,687,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
496,1499,2017-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,89,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
497,1500,2016-48,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,409,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
498,1501,2014-46,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1149,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
499,1502,2014-52,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1109,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
500,1503,2016-19,ASIA,IN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,610,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
501,1504,2014-48,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1140,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
502,1505,2017-35,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,128,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
503,1506,2016-17,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,626,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
504,1507,2016-41,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,458,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
505,1508,2013-47,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1509,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,1
506,1509,2016-02,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,733,RESUBSCRIBER - RECENT,DESKTOP,PHOTOSHOP,0,0
507,1510,2017-08,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,316,EXISTING - ADDITIONAL,DESKTOP,INDESIGN,0,1
508,1511,2015-39,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,835,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
509,1512,2017-51,AMER,BRZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,14,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,0,1
510,1513,2015-20,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,968,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
511,1514,2015-14,EMEA,NORD,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,1011,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
512,1515,2016-47,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,413,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
513,1516,2017-36,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,120,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,0,1
514,1517,2016-19,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,615,RESUBSCRIBER - RECENT,DESKTOP,AFTER EFFECTS,0,1
515,1518,2016-42,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,451,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
516,1519,2014-47,ASIA,SEA,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1146,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
517,1520,2017-18,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,247,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
518,1521,2015-52,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,744,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,0
519,1522,2017-21,AMER,BRZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,230,RESUBSCRIBER - DORMANT,DESKTOP,LIGHTROOM CLASSIC,0,1
520,1523,2017-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,211,EXISTING - ADDITIONAL,DESKTOP,PHOTOSHOP,0,0
521,1524,2016-48,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,411,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
522,1525,2014-39,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1199,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
523,1526,2014-26,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1292,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,0
524,1527,2014-28,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1276,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
525,1528,2016-09,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,682,EXISTING - MIGRATE,DESKTOP,ACROBAT,0,1
526,1529,2017-05,AMER,SLAM,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,337,RESUBSCRIBER - RECENT,NULL,NULL,0,NULL
527,1530,2017-49,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,ANNUAL,Direct_Purchase,30,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
528,1531,2017-33,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,143,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
529,1532,2016-53,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,375,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
530,1533,2012-33,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1967,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
531,1534,2016-26,EMEA,GER,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,564,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
532,1535,2015-10,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1040,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
533,1536,2015-36,AMER,US,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,858,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
534,1537,2017-48,AMER,US,COMMERCIAL,APP STORE,REGULAR,PHOTOGRAPHY,CCP - LrCC - Mobile,IN,MONTHLY,Direct_Purchase,40,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,0,1
535,1538,2017-18,EMEA,GER,COMMERCIAL,E-TAIL/RETAIL,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,247,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,0,1
536,1539,2017-52,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,8,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
